event_id,date,time,weekday,mechanism,storyline,slot_type,generation_method,symbol,base_symbol,related_tickers,exchange,exchange_open_today,market_phase,price,change_pct,day_high,day_low,headline,headline_source,headline_link,headline_published_utc,news_category,holding_disclosure_fingerprint,day_move_pct,catalyst_found,catalyst_headline,gemini_call_used,gemini_calls_today_after,pool_used,posted,skip_reason,tweet_text,tweet_char_count,tweet_url,likes,retweets,replies,engagement_checked_at
252,2026-08-07,17:21:13,Friday,weekly_engagement,,friday,gemini,,,"$AIXA.DE, $AMAT, $AMD, $ANET, $ASML.AS, $AVGO, $BESI.AS, $FORM, $IFX.DE, $KLAC, $LRCX, $MRVL, $MU, $NVDA, $SAP.DE, $SIE.DE, $STX, $SU.PA, $TSM, $WDC",,,,,,,,,,,,,,,,,,,,N,gemini_unavailable,,,,,,,
253,2026-08-07,17:21:39,Friday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$STX is the one to watch right now – -8.18% at $793.35.,55,,,,,
254,2026-08-07,17:22:07,Friday,price_event,us,,zero_llm_template,WDC,WDC,,NYSE,Y,open,431.24,-5.69,469.9,422.5,,,,,,,5.69,,,N,18,llm,Y,,$WDC -5.69% today at $431.24 – one of the bigger moves on the board right now. Intraday range: low $422.5 / high $469.9.,120,,,,,
255,2026-08-07,17:40:58,Friday,weekly_engagement,,friday,gemini,,,"$AIXA.DE, $AMAT, $AMD, $ANET, $ASML.AS, $AVGO, $BESI.AS, $FORM, $IFX.DE, $KLAC, $LRCX, $MRVL, $MU, $NVDA, $SAP.DE, $SIE.DE, $STX, $SU.PA, $TSM, $WDC",,,,,,,,,,,,,,,,,,,,N,gemini_unavailable,,,,,,,
256,2026-08-07,17:59:58,Friday,weekly_engagement,,friday,gemini,,,"$AIXA.DE, $AMAT, $AMD, $ANET, $ASML.AS, $AVGO, $BESI.AS, $FORM, $IFX.DE, $KLAC, $LRCX, $MRVL, $MU, $NVDA, $SAP.DE, $SIE.DE, $STX, $SU.PA, $TSM, $WDC",,,,,,,,,,,,,,,,,,,,N,gemini_unavailable,,,,,,,
257,2026-08-07,18:00:23,Friday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $STX -6.55% to $807.43, well ahead of the rest of the board.",77,,,,,
258,2026-08-07,18:21:04,Friday,weekly_engagement,,friday,gemini,,,"$AIXA.DE, $AMAT, $AMD, $ANET, $ASML.AS, $AVGO, $BESI.AS, $FORM, $IFX.DE, $KLAC, $LRCX, $MRVL, $MU, $NVDA, $SAP.DE, $SIE.DE, $STX, $SU.PA, $TSM, $WDC",,,,,,,,,,,,,,,,,,,,N,gemini_unavailable,,,,,,,
259,2026-08-07,18:21:32,Friday,price_event,us,,zero_llm_template,STX,STX,,NYSE,Y,open,802.01,-7.17,881.03,761.8,,,,,,,7.17,,,N,18,llm,Y,,$STX on the move – -7.17% to $802.01 today. Intraday range: low $761.8 / high $881.03.,86,,,,,
260,2026-08-07,18:41:30,Friday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $STX -7.52% to $799.02 – the standout so far.,57,,,,,
261,2026-08-07,19:00:56,Friday,evergreen_opinion,,,template,,,,,,,,,,,Sponsored: Efficient data center water cooling for Australia’s market,DatacenterDynamics,https://www.datacenterdynamics.com/en/opinions/efficient-data-center-water-cooling-for-australias-market/,2026-08-07T15:00:00,,,,,,,,keyword,Y,,"Worth a read from DatacenterDynamics:

""Sponsored: Efficient data center water cooling for Australia’s market""

https://www.datacenterdynamics.com/en/opinions/efficient-data-center-water-cooling-for-australias-market/",217,,,,,
261,2026-08-07,19:22:17,Friday,news_event,,,keyword,AMD,AMD,,,,,481.6,-2.06,,,AMD Buys AI Chip Startup Taalas—Here's Why It Matters To NVDA Investors,benzinga.com,https://www.benzinga.com/markets/prediction-markets/26/08/61038183/amd-taalas-ai-chip-acquisition?utm_source=yahooFinance&utm_campaign=partner_feed&utm_medium=referral&.tsrc=rss,,ma,,,,,N,18,keyword,Y,,"$AMD ($481.6, -2.06% today): AMD Buys AI Chip Startup Taalas—Here's Why It Matters To NVDA Investors

https://www.benzinga.com/markets/prediction-markets/26/08/61038183/amd-taalas-ai-chip-acquisition?utm_source=yahooFinance&utm_campaign=partner_feed&utm_medium=referral&.tsrc=rss",279,,,,,
262,2026-08-07,19:41:33,Friday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $STX -7.27% to $801.16, well ahead of the rest of the board.",77,,,,,
263,2026-08-07,20:22:03,Friday,news_event,,,keyword,STX,STX,,,,,811.03,-6.13,,,Czech National Bank Boosts Stock Position in Seagate Technology Holdings PLC $STX,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-czech-national-bank-boosts-stock-position-in-seagate-technology-holdings-plc-stx-2026-08-07/,,analyst_note,,,,,N,18,keyword,Y,,"$STX ($811.03, -6.13% today): Czech National Bank Boosts Stock Position in Seagate Technology Holdings PLC $STX

https://www.marketbeat.com/instant-alerts/filing-czech-national-bank-boosts-stock-position-in-seagate-technology-holdings-plc-stx-2026-08-07/",254,,,,,
264,2026-08-07,20:41:29,Friday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $STX -5.87% at $813.24.,48,,,,,
265,2026-08-07,21:41:37,Friday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$STX standing out at -5.19%, now $819.15.",41,,,,,
266,2026-08-10,05:21:55,Monday,news_event,,,keyword,KLAC,KLAC,,,,,,,,,KLA Corporation Has Had a Rough Month: A Wall Street Pro Sees 70% Upside Because of It,247wallst.com,https://247wallst.com/investing/2026/08/08/kla-corporation-has-had-a-rough-month-a-wall-street-pro-sees-70-upside-because-of-it/?.tsrc=rss,2026-08-08T12:01:37,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
267,2026-08-10,05:21:55,Monday,news_event,,,keyword,FORM,FORM,,,,,,,,,"FormFactor, Inc. Stock 12‑Month Price Target Raised to $149.29, Implies 27% Upside",TradingView,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPVmRHVEtXTHBPZ2pwZ25ySGtMb0djVmR3UUVuM3RUWFF2UnRlT3U5M2wweE9CRktfcml5X2hhbkhEVmp1NTBwODhqQ3lHZ203OFhKMEdBWnlpUlFlWGxCYjdFLTRfTXplVVNRYzhaSWNhQ090b2R5Yi1vUUVEU0UzTm1CX3dnaWNQbVBubW1UT3hMSFQyWXpwTXZNVng4Y0JyN1QycXBwWk1TZmRwMlFPOU95b2R5U3R3ejNrQlB2Q2dlM0ZTQjRsSHp4U2pQcE1odzYyTmJB?oc=5,2026-08-08T07:20:04,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
268,2026-08-10,05:21:55,Monday,news_event,,,keyword,AVGO,AVGO,,,,,,,,,"Alphabet boosts 2026 capex to $195B-$205B, benefiting Nvidia, Broadcom",Crypto Briefing,https://news.google.com/rss/articles/CBMimgFBVV95cUxPVXo0MkRMY2ROak1pdWJvajVGYkdpNTE3d1Q3T0NKN2ZZdU40Q0FNOV9EcE13Z2pxN0FxaGNRdW1mRkZFSFk1NzdHWFNaSEItcXRGd3pJLTJvTU5vcHFhVHUtX0Q3eTZfaDZ3ZkF0OW9HSUVsTUxnNDdFZldFclN6cGtXVjR0RmpMazlhM2l4VHBUMXR6VExJUE53?oc=5,2026-08-08T15:43:14,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
269,2026-08-10,07:21:46,Monday,weekly_engagement,,monday,gemini,,,"$AIXA.DE, $AMAT, $AMD, $ANET, $ASML.AS, $AVGO, $BESI.AS, $FORM, $IFX.DE, $KLAC, $LRCX, $MRVL, $MU, $NVDA, $SAP.DE, $SIE.DE, $STX, $SU.PA, $TSM, $WDC",,,,,,,,,,,,,,,,,Y,1,llm,Y,,"Here are last week's standout names in AI infra. Worth a fresh look this week.

$MRVL
$BESI.AS
$AVGO
$KLAC
$NVDA

$1000 to deploy this week – which one are you picking up? 👇",173,,,,,
270,2026-08-10,09:21:19,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $IFX +2.25% to €63.65 – the standout so far.,56,,,,,
271,2026-08-10,10:21:27,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$IFX is the one to watch right now – +3.07% at €64.16.,54,,,,,
272,2026-08-10,11:00:21,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$IFX leading the tape right now: +3.39% to €64.36.,50,,,,,
273,2026-08-10,12:00:19,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$IFX pulling away at +3.13%, now trading at €64.2.",50,,,,,
274,2026-08-10,12:00:36,Monday,news_event,,,keyword,FORM,FORM,,,,,,,,,"Assenagon Asset Management S.A. Cuts Stake in FormFactor, Inc. $FORM",MarketBeat,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPVmFnTnVjc1Zmd0h6Z2JzZWpDRjc3eFVNT0xWM0tYVGM4UTFDQlh0SnoyMkdPY0dYcXhyTllzZTRHNVVnRFRFdS1XNURzWjBld0tWNWppNTFvMWhqeVY2YTUxSkRkemVqVzZRdVZVNEw0V1hfNExaZWZUOEU1ZVB2NFphWjkxS0hIVmc3S0tibDNrNktEV0xjQ1gyV250VlEyWldwZGh3LVBZYlJvUjBIbFpWQ0NvU0kxZXpnZkhFNVljdw?oc=5,2026-08-09T08:13:42,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
275,2026-08-10,12:41:25,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $ASML +3.09% at €1542.4.,49,,,,,
276,2026-08-10,13:21:31,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$ASML leading the tape right now: +3.11% to €1542.8.,52,,,,,
277,2026-08-10,14:21:40,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $ASML +4.05% to €1556.8, well ahead of the rest of the board.",78,,,,,
278,2026-08-10,14:22:26,Monday,price_event,eu,,gemini,ASML.AS,ASML,,NYSE,Y,open,1556.8,4.05,1557.4,1509.4,,,,,,,4.05,,,Y,16,llm,Y,,"$ASML bounces hard, up +4.05% to €1556.8, recovering from an intraday low of €1509.4.

This move may reflect investors buying into the ""real vote of confidence"" for the AI trade from its raised sales forecast. Chip demand narrative dominates.",242,,,,,
279,2026-08-10,15:00:27,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$ASML pulling away at +3.64%, now trading at €1550.6.",53,,,,,
280,2026-08-10,15:41:18,Monday,news_event,,,gemini,WDC,WDC,,,,,,,,,Cardano Risk Management B.V. Takes Position in Western Digital Corporation $WDC,MarketBeat,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPTUdmTEVFNnZ5WUQ3SVotai1UcXVwTTZYcE1LZXRpdTdmOURlaXdmNURNNktUaFY2U0JTVnF5Y04zWlNXRGhIbFRDd2NXWlNsZ0l5cXAzSDlldnJHeHdYbF9FN0xOVlZyd2dxdWJxeGN4ZGo3M3B1OGlQLUhtdWd5UUh4ZGNOMVZrTllpSG5qZERyX0pUWnZUUTB2UkZScGZhTnRucUs5OUxOM1Z2UVY1NE51T3UxMWpsS2ItSlRLaGcxa0N3dkhtUzBzLVYxakJSNzNV?oc=5,2026-08-09T08:27:42,large_share_purchases,,,,,,,,N,queue_aged_out,,,,,,,
281,2026-08-10,15:41:55,Monday,evergreen_opinion,,,template,,,,,,,,,,,"Gigawatt-scale data center in Atlanta, Georgia, withdrawn by developer",DatacenterDynamics,https://www.datacenterdynamics.com/en/news/gigawatt-scale-data-center-in-atlanta-georgia-withdrawn-by-developer/,2026-08-10T12:35:00,,,,,,,,keyword,Y,,"From DatacenterDynamics:

""Gigawatt-scale data center in Atlanta, Georgia, withdrawn by developer""

https://www.datacenterdynamics.com/en/news/gigawatt-scale-data-center-in-atlanta-georgia-withdrawn-by-developer/",212,,,,,
281,2026-08-10,16:00:16,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$FORM is the one to watch right now – -2.93% at $114.54.,56,,,,,
282,2026-08-10,16:41:37,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$FORM standing out at -3.0%, now $114.46.",41,,,,,
283,2026-08-10,17:21:37,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $FORM -3.71% to $113.62 – the standout so far.,58,,,,,
284,2026-08-10,18:21:48,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $FORM -2.77% to $114.73 – the standout so far.,58,,,,,
285,2026-08-10,18:22:00,Monday,news_event,,,,KLAC,KLAC,,,,,,,,,"Valeo Financial Advisors LLC Purchases 5,655 Shares of KLA Corporation $KLAC",MarketBeat,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOX0JkX3VYS21KUXI5aVotd28tY2FtT2dyYTdqSDB2dkFQczFyM1N6OElRZ1JvQ195RG1JVUxqTTZWOW9GRjR4MDJ4MzFyak50YVpXSVYwX0JuY2lQcm1sTDlzZ1M0Y3NtX0hsdXRGREVnOHlORnRaNi0talBFby1ma1AtUVJieXdnLU54LUg1SGZFOFNUUDUwRWgwOEZmSW80aWJKREthd3FhWEd6OEJTZXZ4VFBQSk80b2xuQzhzSEtwWlQzSW1DNkFCdWo0Zkd3?oc=5,2026-08-10T09:45:18,,klac:valeofinancialadvisorsllc:5655,,,,,,,N,holding_disclosure_recycled,,,,,,,
286,2026-08-10,18:42:15,Monday,evergreen_opinion,,,template,,,,,,,,,,,Data center opens on tribal lands in California to support fiber network,DatacenterDynamics,https://www.datacenterdynamics.com/en/news/data-center-opens-on-tribal-lands-in-california-to-support-fiber-network/,2026-08-10T16:30:27,,,,,,,,keyword,Y,,"DatacenterDynamics on the AI infrastructure buildout:

""Data center opens on tribal lands in California to support fiber network""

https://www.datacenterdynamics.com/en/news/data-center-opens-on-tribal-lands-in-california-to-support-fiber-network/",247,,,,,
286,2026-08-10,19:00:34,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$FORM standing out at -3.21%, now $114.21.",42,,,,,
287,2026-08-10,19:42:07,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $FORM -2.91% at $114.57.,49,,,,,
288,2026-08-10,19:43:16,Monday,news_event,,,keyword,ASML.AS,ASML,,,,,1518.4,1.48,,,"ASML’s Moat Intact: Scemama Reiterates Buy Rating with Unchanged €2,452 Price Target on Lithography Leadership and Throughput Roadmap",TipRanks,https://www.tipranks.com/news/ratings/asmls-moat-intact-scemama-reiterates-buy-rating-with-unchanged-e2452-price-target-on-lithography-leadership-and-throughput-roadmap-ratings-news,,analyst_note,,,,,N,18,keyword,Y,,"$ASML (€1518.4, +1.48% at last close as of Aug 10): ASML’s Moat Intact: Scemama Reiterates Buy Rating with Unchanged €2,452 Price Target on Lithography Leadership and Throughput Roadmap

https://www.tipranks.com/news/ratings/asmls-moat-intact-scemama-reiterates-buy-rating-with-unchanged-e2452-price-target-on-lithography-leadership-and-throughput-roadmap-ratings-news",368,,,,,
289,2026-08-10,20:21:48,Monday,news_event,,,keyword,AVGO,AVGO,,,,,423.83,-0.66,,,Broadcom Boosts VCF Security: Can it Fend Off Nutanix and IBM?,,,,analyst_note,,,,,N,18,keyword,Y,,"$AVGO ($423.83, -0.66% today): Broadcom Boosts VCF Security: Can it Fend Off Nutanix and IBM?",93,,,,,
290,2026-08-10,20:41:32,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$FORM is the one to watch right now – -3.06% at $114.39.,56,,,,,
291,2026-08-10,21:21:42,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $FORM -2.68% to $114.84, well ahead of the rest of the board.",78,,,,,
292,2026-08-10,22:00:34,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$FORM leading the tape right now: -4.45% to $112.75.,52,,,,,
293,2026-08-10,22:00:59,Monday,price_event,us,,zero_llm_template,FORM,FORM,,NYSE,Y,open,112.45,-4.7,120.52,112.4,,,,,,,4.7,,,N,18,llm,Y,,"$FORM swinging -4.7% on the day, now $112.45. Intraday range: low $112.4 / high $120.52.",88,,,,,
294,2026-08-10,22:21:18,Monday,news_event,,,keyword,NVDA,NVDA,,,,,,,,,Nvidia Stock Falls. A $3 Billion AI Infrastructure Bet Could Be Next,,https://finance.yahoo.com/technology/ai/articles/nvidia-stock-falls-3-billion-192611455.html?.tsrc=rss,2026-08-10T19:26:11,contract,,,,,,,,N,duplicate_category_24h,,,,,,,
295,2026-08-10,22:42:33,Monday,news_event,,,keyword,STX,STX,,,,,805.34,-1.12,,,"Contravisory Investment Management Inc. Acquires 1,517 Shares of Seagate Technology Holdings PLC $STX",MarketBeat,https://www.marketbeat.com/instant-alerts/filing-contravisory-investment-management-inc-acquires-1517-shares-of-seagate-technology-holdings-plc-stx-2026-08-10/,,large_share_purchases,,,,,N,18,keyword,Y,,"$STX ($805.34, -1.12% at last close as of Aug 10): Contravisory Investment Management Inc. Acquires 1,517 Shares of Seagate Technology Holdings PLC $STX

https://www.marketbeat.com/instant-alerts/filing-contravisory-investment-management-inc-acquires-1517-shares-of-seagate-technology-holdings-plc-stx-2026-08-10/",313,,,,,
296,2026-08-11,09:21:38,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Calm session so far – $IFX at €62.46, barely moved (-0.89%).",60,,,,,
297,2026-08-11,10:00:15,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$AIXA pulling away at +2.05%, now trading at €41.28.",52,,,,,
298,2026-08-11,10:41:28,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$AIXA leading the tape right now: +1.76% to €41.16.,51,,,,,
299,2026-08-11,11:21:24,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $AIXA +1.95% to €41.24 – the standout so far.,57,,,,,
300,2026-08-11,12:00:27,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$AIXA pulling away at +2.0%, now trading at €41.26.",51,,,,,
301,2026-08-11,13:00:22,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $BESI +2.31% at €225.5.,48,,,,,
302,2026-08-11,14:00:15,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$AIXA is the one to watch right now – +2.2% at €41.34.,54,,,,,
303,2026-08-11,14:41:20,Tuesday,news_event,,,keyword,KLAC,KLAC,,,,,,,,,KLA (NASDAQ:KLAC) Stock Acquired Rep. Michael A. Rulli,MarketBeat,https://news.google.com/rss/articles/CBMipgFBVV95cUxNbng5VHMySWdvQUNHMEkxMmVHamxmNDBIQVpMM01OTXo0ZW0xSWdMOG45TnhEVnhPX1Y3WGliUUNKa3JNMmRFVWZ1M2ZjYXZZWkd1R3gxMkdnNUh5eEtSd2Y0VFh6R3RyamNEMXVKbEVTVHR0OFRIaDFSdEl4TUMwX0N3ZTlSZ042YzJMZnpkMENBbTVFbmpIRFkzYktTWGl5Z3JRRTdB?oc=5,2026-08-11T06:07:11,ma,,,,,,,,N,queue_aged_out,,,,,,,
304,2026-08-11,15:00:15,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $AIXA +3.16% to €41.73, well ahead of the rest of the board.",77,,,,,
305,2026-08-11,15:41:40,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$FORM standing out at +4.41%, now $117.25.",42,,,,,
306,2026-08-11,15:42:40,Tuesday,evergreen_opinion,,,template,,,,,,,,,,,GIC and Macquarie form Theseus Infrastructure to serve Anthropic's data center needs,DatacenterDynamics,https://www.datacenterdynamics.com/en/news/gic-and-macquarie-form-theseus-infrastructure-to-serve-anthropics-data-center-needs/,2026-08-11T13:40:30,,,,,,,,keyword,Y,,"On the radar (DatacenterDynamics):

""GIC and Macquarie form Theseus Infrastructure to serve Anthropic's data center needs""

https://www.datacenterdynamics.com/en/news/gic-and-macquarie-form-theseus-infrastructure-to-serve-anthropics-data-center-needs/",251,,,,,
306,2026-08-11,16:41:56,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$FORM is the one to watch right now – +5.89% at $118.91.,56,,,,,
307,2026-08-11,17:21:30,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$FORM pulling away at +5.33%, now trading at $118.28.",53,,,,,
308,2026-08-11,18:07:41,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $FORM +5.6% to $118.59 – the standout so far.,57,,,,,
309,2026-08-11,19:00:20,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $FORM +6.23% at $119.3.,48,,,,,
310,2026-08-11,19:01:08,Tuesday,evergreen_opinion,,,template,,,,,,,,,,,"Nvidia AI interconnect darling Point2 bags $136m funding from Arm, others",DatacenterDynamics,https://www.datacenterdynamics.com/en/news/nvidia-ai-interconnect-darling-point2-bags-136m-funding-from-arm-others/,2026-08-11T16:16:12,,,,,,,,keyword,Y,,"Interesting read from DatacenterDynamics:

""Nvidia AI interconnect darling Point2 bags $136m funding from Arm, others""

https://www.datacenterdynamics.com/en/news/nvidia-ai-interconnect-darling-point2-bags-136m-funding-from-arm-others/",235,,,,,
310,2026-08-11,19:41:34,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $FORM +6.12% to $119.17, well ahead of the rest of the board.",78,,,,,
311,2026-08-11,20:21:43,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$FORM standing out at +6.58%, now $119.69.",42,,,,,
312,2026-08-11,20:41:19,Tuesday,news_event,,,keyword,AMD,AMD,,,,,,,,,AMD Sees AI Inference Fueling Explosive Data Center Growth in 2027,marketbeat.com,https://www.marketbeat.com/instant-alerts/amd-sees-ai-inference-fueling-explosive-data-center-growth-in-2027-2026-08-11/?utm_source=yahoofinance&utm_medium=yahoofinance&.tsrc=rss,2026-08-11T17:04:31,analyst_note,,,,,,,,N,duplicate_category_24h,,,,,,,
313,2026-08-11,21:21:37,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$FORM leading the tape right now: +7.6% to $120.83.,51,,,,,
314,2026-08-11,21:21:52,Tuesday,news_event,,,keyword,AMD,AMD,,,,,,,,,AMD Sees AI Inference Fueling Explosive Data Center Growth in 2027,marketbeat.com,https://www.marketbeat.com/instant-alerts/amd-sees-ai-inference-fueling-explosive-data-center-growth-in-2027-2026-08-11/?utm_source=yahoofinance&utm_medium=yahoofinance&.tsrc=rss,2026-08-11T17:04:31,analyst_note,,,,,,,,N,duplicate_category_24h,,,,,,,
315,2026-08-11,21:21:52,Tuesday,news_event,,,keyword,KLAC,KLAC,,,,,,,,,Handelsbanken Fonder AB Raises Stock Holdings in KLA Corporation $KLAC,MarketBeat,https://news.google.com/rss/articles/CBMiygFBVV95cUxOeUNHSG40WjZOcncxaHNyaXNKT1d4eGJkNGd2ZG5FM1p3MVFCbklIcDBEa2l4VTFIZ3YxVVhfbWNSV0hxQ1hUMjVVMmpXRk9hMkYteDAxZWZnV0hiRF9sbzc5MW1XNEtrT1lmTEpkUTZRMTRuTDQ2MzlINlF1OVRTNXJTQjVxWmhNLWhON2RwZ2FZcW4zajFHeUpXWkNaS2NkeUtsUmd2Ti12QXJfSW1reDE3RE9PdFhmaGlfc0tHeWxrZy1rMHlnNm5R?oc=5,2026-08-11T10:32:00,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
316,2026-08-11,21:41:25,Tuesday,news_event,,,gemini,LRCX,LRCX,,,,,,,,,"Bernstein Adjusts Lam Research Price Target to $385 From $360, Maintains Outperform Rating",marketscreener.com,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNWG9SZEZuQ2d4aGY3eGwxZGswNXczaUY3and3UEVMMHZVUHRHTGp6R0VuakdTOVZhbUJQMFZCeXRObWhNeTR2YmNJOFQtTy1VajA5Rmc5Q0dlek1MWjRWOHVnb3B2bjBFUmh0SkFEcjR1cWxCc2xlQTQwZy1NREw2dldLZFBadmdrN0R1MU4wOWduVWVDVG85X1lOWEVEZnF1SDdNYUs1aXhMQnBvUHFJUUkxTTFfTldFQkQ3SVRkb2IwYkdfWXpyWlVGeW5KQVJvMW5fS0U0dw?oc=5,2026-08-11T12:54:37,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
317,2026-08-11,22:21:25,Tuesday,news_event,,,,LRCX,LRCX,,,,,,,,,"Redhawk Wealth Advisors Inc. Purchases 7,613 Shares of Lam Research Corporation $LRCX",MarketBeat,https://news.google.com/rss/articles/CBMi2wFBVV95cUxOVGZxLWx4Z0hkeU1ZbzF3amRhek90UjNHdU4zODZhZXc3ZEtCektTNHNPNmlraDRIb1JOWG9SZjhGa0s5TFJEanZTSDB1dGtkSjBSSTBfRk1EWmk2ZkRSYVI3d2FVZlhXY0NvVnpSMXpkclNzNzBFT3hwb2JGRmpLREgyVTNtdGYwV3lFMG5GZTRWcXY4ekVyRmZOUjNBcUZXLUdmTTNuY19pdU0xWTF6Rl8ySFE3WDZ5Z3V2M0YtR3dOemJZY2VWRWdpZTRLV1YtWTByN1RyZUkybkU?oc=5,2026-08-11T10:13:51,,lrcx:redhawkwealthadvisorsinc:7613,,,,,,,N,holding_disclosure_recycled,,,,,,,
318,2026-08-12,09:21:32,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$ASML is the one to watch right now – +1.75% at €1585.2.,56,,,,,
319,2026-08-12,10:00:18,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $AIXA.DE +1.64% at €42.64.,51,,,,,
320,2026-08-12,10:46:44,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$AIXA.DE leading the tape right now: +2.05% to €42.81.,54,,,,,
321,2026-08-12,11:31:50,Wednesday,pulse,,,zero_llm_news_pulse,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$MRVL ($219.85, +2.32%): Why Is Marvell Technology (MRVL) Investing $250 Million In India Now?",94,,,,,
